sk_ato,sk_sessao,data_sessao,tipo_sessao,ambiente,partido,registros
125531,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125532,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
125533,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125534,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
125535,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
125536,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125537,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
125538,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
125539,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
125540,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,NÃO INFORMADO,1
125541,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125542,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
125543,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
125544,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125545,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125546,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125547,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PSB,2
125548,174,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PP,1
125549,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125550,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125551,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125552,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125553,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125554,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
125555,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125556,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
125557,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
125558,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125559,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
125560,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
125561,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
125562,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
125563,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125564,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125565,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125566,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
125567,175,2021-05-25,SESSAO EXTRAORDINARIA,REMOTA,PP,1
125568,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125569,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,PT,2
125570,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,PT,2
125571,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,PDT,2
125572,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125573,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,PROS,2
125574,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,2
125575,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
125576,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,PSOL,2
125577,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,MDB,2
125578,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,PSC,2
125579,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,PTB,2
125580,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
125581,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,NÃO INFORMADO,1
125582,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,NOVO,2
125583,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,2
125584,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,PDT,2
125585,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125586,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125587,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
125588,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
125589,176,2021-05-26,SESSAO EXTRAORDINARIA,REMOTA,PP,2
125590,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125591,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125592,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125593,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,PDT,2
125594,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
125595,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125596,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
125597,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
125598,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125599,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
125600,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
125601,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,2
125602,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,NÃO INFORMADO,1
125603,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125604,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
125605,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125606,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125607,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125608,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125609,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
125610,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
125611,177,2021-06-01,SESSAO EXTRAORDINARIA,REMOTA,PP,1
125612,178,2021-06-02,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125613,178,2021-06-02,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125614,178,2021-06-02,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125615,178,2021-06-02,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125616,178,2021-06-02,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
125617,178,2021-06-02,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
125618,178,2021-06-02,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
125619,178,2021-06-02,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125620,178,2021-06-02,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
125621,178,2021-06-02,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125622,178,2021-06-02,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125623,178,2021-06-02,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125624,178,2021-06-02,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125625,178,2021-06-02,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
125626,178,2021-06-02,SESSAO EXTRAORDINARIA,REMOTA,PP,1
125627,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125628,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125629,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125630,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125631,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125632,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
125633,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125634,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
125635,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
125636,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125637,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
125638,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
125639,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
125640,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,NÃO INFORMADO,1
125641,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125642,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
125643,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
125644,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125645,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125646,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125647,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125648,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
125649,179,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PP,1
125650,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125651,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125652,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125653,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125654,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125655,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
125656,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125657,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
125658,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
125659,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125660,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
125661,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
125662,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
125663,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,NÃO INFORMADO,1
125664,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125665,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
125666,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
125667,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125668,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125669,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125670,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125671,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
125672,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
125673,180,2021-06-08,SESSAO EXTRAORDINARIA,REMOTA,PP,1
125674,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125675,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125676,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125677,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125678,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125679,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
125680,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125681,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
125682,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
125683,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125684,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
125685,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
125686,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
125687,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125688,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
125689,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
125690,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125691,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125692,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125693,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125694,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
125695,181,2021-06-09,SESSAO EXTRAORDINARIA,REMOTA,PP,1
125696,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125697,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125698,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125699,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125700,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125701,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
125702,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125703,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
125704,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
125705,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125706,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
125707,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
125708,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
125709,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,NÃO INFORMADO,1
125710,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125711,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
125712,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
125713,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125714,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125715,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125716,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125717,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
125718,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
125719,182,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PP,1
125720,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125721,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125722,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125723,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125724,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
125725,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125726,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
125727,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
125728,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125729,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
125730,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
125731,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
125732,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
125733,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125734,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125735,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125736,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125737,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
125738,183,2021-06-15,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
125739,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125740,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125741,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125742,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125743,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
125744,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125745,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
125746,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
125747,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125748,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
125749,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
125750,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
125751,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
125752,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125753,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125754,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125755,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125756,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
125757,184,2021-06-16,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
125758,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125759,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125760,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125761,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125762,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125763,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125764,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
125765,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
125766,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125767,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
125768,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
125769,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
125770,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,NÃO INFORMADO,1
125771,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125772,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
125773,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
125774,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125775,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125776,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125777,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125778,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
125779,185,2021-06-22,SESSAO EXTRAORDINARIA,REMOTA,PP,1
125780,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125781,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125782,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125783,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125784,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125785,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
125786,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
125787,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
125788,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125789,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
125790,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
125791,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
125792,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,NÃO INFORMADO,1
125793,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125794,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
125795,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125796,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125797,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125798,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125799,186,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PP,1
125800,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125801,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125802,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125803,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125804,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
125805,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
125806,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
125807,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125808,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
125809,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
125810,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125811,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
125812,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125813,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125814,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125815,187,2021-06-23,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
125816,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125817,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125818,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125819,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125820,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125821,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125822,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
125823,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
125824,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
125825,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125826,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
125827,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
125828,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
125829,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,NÃO INFORMADO,1
125830,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125831,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
125832,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
125833,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125834,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125835,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125836,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125837,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
125838,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
125839,188,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PP,1
125840,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PL,1
125841,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PT,1
125842,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125843,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125844,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
125845,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
125846,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125847,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
125848,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
125849,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,NÃO INFORMADO,1
125850,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
125851,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
125852,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
125853,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
125854,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
125855,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
125856,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
125857,189,2021-06-29,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
125858,190,2021-08-03,SESSAO ORDINARIA,PRESENCIAL,PT,1
125859,190,2021-08-03,SESSAO ORDINARIA,PRESENCIAL,PT,1
125860,190,2021-08-03,SESSAO ORDINARIA,PRESENCIAL,PDT,1
125861,190,2021-08-03,SESSAO ORDINARIA,PRESENCIAL,PL,1
125862,190,2021-08-03,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
