sk_ato,proposicao_id,sigla_numero_ano,id_tipo_proposicao,ordem_autoria,ementa,etapa,data_leitura
1,2895,IND 8696/2022,,,"Sugere ao Excelentíssimo Senhor Governador do Distrito Federal Ibaneis Rocha, por intermédio da CEB, a substituição de lâmpadas queimadas nos arredores do Estádio Abadião, em Ceilândia, RA IX",Apresentação,2022-06-21
2,3706,REQ 3239/2022,,,"Solicita informações à Secretaria de Estado de Saúde do Distrito Federal a respeito da normatização e regulamentação do funcionamento do Ambulatório de Diversidades, instalado no Hospital Materno-Infantil de Brasília (HMIB)",Apresentação,2022-04-07
3,4066,REQ 3238/2022,,,"Solicita informações à Secretaria de Estado de Economia e  à Secretaria de Desenvolvimento Urbano e Habitação do Distrito Federal a respeito da locação de imóveis não residenciais para uso pela Administração Pública.
",Apresentação,2022-04-07
4,4327,REQ 3227/2022,,,"Solicita informações à Secretaria de Estado de Saúde do Distrito Federal referentes à falta do medicamento insulina de ação ultra-rápida na farmácia de alto custo do Distrito Federal.
",Apresentação,2022-04-06
5,4363,REQ 3199/2022,,,"Requer que o Projeto de Lei nº 1.948, de 2021, seja declarado prejudicado.",Apresentação,2022-03-22
6,4372,REQ 3148/2022,,,Requer a retirada e o arquivamento da proposição que menciona.,Apresentação,2022-03-09
7,4418,PL 2710/2022,,,Dispõe sobre a participação da comunidade acadêmica na nomeação de instituições de ensino superior públicas e de bens imóveis vinculados ,"Apresentação, Retorno(Parecer)",2022-04-20
8,4449,REQ 3236/2022,,,Requer informações à Secretaria de Segurança Pública e ao Comando da Polícia Militar do Distrito Federal acerca do contrato para aquisição de capacetes customizados.,Apresentação,2022-04-07
9,4488,PL 2825/2022,,,Institui e inclui no calendário oficial de eventos do Distrito Federal o Dia da Ordem Demolay.,"Apresentação, Retorno(Parecer)",2022-06-01
10,4491,PL 2826/2022,,,Institui e inclui no calendário oficial de eventos do Distrito Federal o Dia do Cruzeiro de Fé.,"Apresentação, Retorno(Parecer)",2022-06-01
11,4509,REQ 3044/2022,,,Requer a declaração de prejudicialidade do Projeto de Lei no 688/2019.,Apresentação,2022-02-01
12,4513,REQ 3039/2022,,,"Requer a declaração de prejudicialidade do Projeto de Lei no 291/2019.
",Apresentação,2022-02-01
13,4515,REQ 3040/2022,,,"Requer a declaração de prejudicialidade do Projeto de Lei no 1.805/2017.
",Apresentação,2022-02-01
14,4518,REQ 3041/2022,,,"Requer a declaração de prejudicialidade do Projeto de Lei no 287/2019.
",Apresentação,2022-02-01
15,4519,REQ 3042/2022,,,"Requer a declaração de prejudicialidade do Projeto de Lei no 288/2019.
",Apresentação,2022-02-01
16,4820,PL 2827/2022,,,"Dispõe sobre o fornecimento de fraldas geriátricas para pessoas com deficiência e idosos em situação de vulnerabilidade social e econômica, no âmbito do Distrito Federal.","Apresentação, Retorno(Parecer)",2022-06-01
17,4852,IND 8083/2022,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio do Departamento de Estradas e Rodagens DER-DF, a pavimentação asfáltica da Avenida Buritis, localizada em Ponte Alta, na Região Administrativa do GAMA - RA II.",Apresentação,2022-02-08
18,4907,IND 8088/2022,,,"Sugere ao Poder Executivo, a disponibilização do Plano de Saúde administrado pelo Instituto de Assistência à Saúde dos Servidores do Distrito Federal - INAS, para os servidores e trabalhadores da Policia Militar do Distrito Federal, Corpo de Bombeiros Militar do Distrito Federal, IGES-DF, Hospital da Criança, Instituto de Cardiologia do Distrito Federal - ICDF e seus dependentes.",Apresentação,2022-02-08
19,4907,IND 8088/2022,,,"Sugere ao Poder Executivo, a disponibilização do Plano de Saúde administrado pelo Instituto de Assistência à Saúde dos Servidores do Distrito Federal - INAS, para os servidores e trabalhadores da Policia Militar do Distrito Federal, Corpo de Bombeiros Militar do Distrito Federal, IGES-DF, Hospital da Criança, Instituto de Cardiologia do Distrito Federal - ICDF e seus dependentes.",Apresentação,2022-02-08
20,5101,PDL 243/2022,,,Concede o Título de Cidadão Honorário de Brasília ao Senhor José Carlos Gentili.,Apresentação,2022-02-08
21,5101,PDL 243/2022,,,Concede o Título de Cidadão Honorário de Brasília ao Senhor José Carlos Gentili.,Apresentação,2022-02-08
22,5101,PDL 243/2022,,,Concede o Título de Cidadão Honorário de Brasília ao Senhor José Carlos Gentili.,Apresentação,2022-02-08
23,5101,PDL 243/2022,,,Concede o Título de Cidadão Honorário de Brasília ao Senhor José Carlos Gentili.,Apresentação,2022-02-08
24,5154,IND 8006/2022,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Secretaria de Estado de Infraestrutura e Obras, a revitalização do Parque da quadra Quadra 7 conjunto E Área Especial, na Região Administrativa do Paranoá - RA VII.",Apresentação,2022-02-01
25,5158,IND 8094/2022,,,"Sugere ao Governador do Distrito Federal, por intermédio da SECRETARIA DE TRANSPORTE E MOBILIDADE (SEMOB), a disponibilização de mais linhas de Ônibus para atender a região do Núcleo Casa Grande Ponte Alta Norte, MA, com itinerário direto para Rodoviária do Gama, na Região Administrativa do Gama, RA II.",Apresentação,2022-02-10
26,5169,IND 8095/2022,,,"Sugere ao Excelentíssimo Senhor Governador do Distrito Federal, por intermédio da CEB Iluminação Publica e Serviços S/A-CEB/Ipês, providências para melhoria da iluminação pública na CICLOVIA que liga a Quadra 06 do Buritis á Quadra 01 do Jardim Roriz, na Região Administrativa de Planaltina, RA VI. ",Apresentação,2022-02-09
27,5181,IND 8096/2022,,,"Sugere ao Poder Executivo, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil – NOVACAP, a construção de parada de ônibus no local conhecido como Murão da Fazendinha, Quadra 03 Conjunto A, na Região Administrativa do Itapoã – RA XXVIII.",Apresentação,2022-02-09
28,5219,IND 8097/2022,,,"Sugere ao Poder Executivo do Distrito Federal que, por intermédio da Companhia Urbanizadora da Nova Capital - NOVA CA P, promova a Construção do estacionamento na BRT do Gama sentido Brasília/Gama ao lado direito, localizado na Região Administrativa do Gama - RA II.
",Apresentação,2022-02-09
29,5221,IND 8098/2022,,,"Sugere ao Excelentíssimo Senhor Governador do Distrito Federal, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil  – NOVACAP, a poda de árvores no jardim Bloco F da SQS 103 – Asa Sul, Região Administrativa Plano Piloto, RA I.",Apresentação,2022-02-09
30,5223,IND 8099/2022,,,"Sugere ao Excelentíssimo Senhor Governador do Distrito Federal, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil  – NOVACAP, a poda de árvores no jardim Bloco Q da SQS 415 – Asa Sul, Região Administrativa Plano Piloto, RA I",Apresentação,2022-02-09
31,5227,IND 8076/2022,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil - NOVACAP, a revitalização e limpeza da praça e parque para recreação infantil, localizado na Quadra 28 do Setor Leste  - Gama, Região Administrativa do Gama – RA II.",Apresentação,2022-02-08
32,5228,IND 8071/2022,,,"Sugere ao Poder Executivo que, por intermédio da Companhia Energética de Brasília – CEB, promova a substituição da iluminação pública por LED na QSC 13 em Taguatinga Sul, localizado na Região Administrativa de Taguatinga, RA-III.",Apresentação,2022-02-08
33,5229,IND 8072/2022,,,"Sugere ao Poder Executivo que, por intermédio da Companhia Energética de Brasília – CEB, promova a substituição da iluminação pública por LED na QI 24 lotes de 1à 13 em frente ao Top Life no Setor de Industria de Taguatinga, localizado na Região Administrativa, RA-III.
",Apresentação,2022-02-08
34,5233,IND 8073/2022,,,"Sugere ao Excelentíssimo Senhor Governador do Distrito Federal, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil – NOVACAP, a poda de árvore na área verde entre os blocos G e I da SHCGN 708 – Asa Norte, Região Administrativa Plano Piloto, RA I.
 
",Apresentação,2022-02-08
35,5237,IND 8075/2022,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil - NOVACAP, a revitalização do Parque para Recreação Infantil, localizado na SQN 216 – Asa Norte - Região Administrativa do Plano Piloto – RA I.",Apresentação,2022-02-08
36,5241,REQ 3017/2022,,,Requer a realização de Audiência Pública Remota para debater a invasão de áreas públicas no Parque Ecológico do Areal.,Apresentação,2022-02-01
37,5241,REQ 3017/2022,,,Requer a realização de Audiência Pública Remota para debater a invasão de áreas públicas no Parque Ecológico do Areal.,Apresentação,2022-02-01
38,5241,REQ 3017/2022,,,Requer a realização de Audiência Pública Remota para debater a invasão de áreas públicas no Parque Ecológico do Areal.,Apresentação,2022-02-01
39,5241,REQ 3017/2022,,,Requer a realização de Audiência Pública Remota para debater a invasão de áreas públicas no Parque Ecológico do Areal.,Apresentação,2022-02-01
40,5250,IND 8389/2022,,,"Sugere providências ao Excelentíssimo Senhor Governador do Distrito no sentido de enviar à Câmara Legislativa projeto de lei que tenha como objetivo viabilizar alterações na Lei nº 6.720, de 18 de novembro de 2020, que altera a denominação da carreira Gestão Sustentável de Resíduos e a reestrutura. ",Apresentação,2022-03-29
41,5256,IND 8074/2022,,,"Sugere ao Poder Executivo do Distrito Federal que, por intermédio da Companhia Urbanizadora da Nova Capital - NOVACAP, realize a roçagem na ST. J Norte QI 23 AE – Setor industrial de Taguatinga – Região Administrativa de Taguatinga- RA II.",Apresentação,2022-02-08
42,5257,IND 8005/2022,,,"Sugere ao Poder Executivo, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil - NOVACAP, a revitalização da Quadra Poliesportiva da Quadra 306 Conjunto 03, na Região Administrativa do Recanto das Emas – RA XV.",Apresentação,2022-02-01
43,5258,IND 8100/2022,,,"Sugere ao Poder Executivo do Distrito Federal que, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil - NOVACAP, realize a Operação Tapa buraco na QNF 01 – Avenida Senai – Taguatinga Norte, na Região Administrativa de Taguatinga - RA III.",Apresentação,2022-02-09
44,5261,IND 8077/2022,,,"Sugere ao Poder Executivo que, por intermédio do Serviço de Limpeza Urbana – SLU, promova a pintura de todos os meios-fios da CSB 05, na Região Administrativa de Taguatinga – RA III.",Apresentação,2022-02-08
45,5262,IND 8078/2022,,,"Sugere ao Poder Executivo que, por intermédio do Serviço de Limpeza Urbana – SLU, promova a pintura de todos os meios-fios da Quadra 04 Bloco H do Cruzeiro Velho, na Região Administrativa do Cruzeiro – RA XI.",Apresentação,2022-02-08
46,5292,PL 2482/2022,,,"Institui e Inclui no calendário oficial de eventos do Distrito Federal o Dia do Profissional de Educação Física- Personal Trainer, a ser comemorado anualmente no dia 29 de agosto.","Apresentação, Disponibilizada(Parecer)",2022-02-01
47,5300,IND 8101/2022,,,"Sugere ao Poder Executivo que, por intermédio da Companhia Energética de Brasília – CEB, promova a substituição da iluminação pública por LED na Quadra 04 conjunto F do P Sul, Região Administrativa Ceilândia – RA IX.",Apresentação,2022-02-09
48,5324,MO 1014/2022,,,"Manifesta votos de louvor às pessoas abaixo descritas, pelos relevantes serviços prestados à população idosa do Distrito Federal.",Apresentação,2022-02-01
49,5327,IND 8102/2022,,,"Sugere ao Governo do Distrito Federal em conjunto com a Companhia Energética de Brasília - CEB Iluminação Pública e Serviços S.A., a manutenção e melhorias da iluminação pública na QNJ 33 de Taguatinga Norte, da Região Administrativa de Taguatinga - RA III.",Apresentação,2022-02-09
50,5328,IND 8103/2022,,,"Sugere ao Poder Executivo que, por intermédio da Companhia Energética de Brasília – CEB, promova a substituição da iluminação pública por LED nas Quadras 02 e 04 do Cruzeiro Velho, Região Administrativa do Cruzeiro RA- XI.
",Apresentação,2022-02-09
51,5330,IND 8007/2022,,,"Sugere ao Poder Executivo que, por intermédio da Companhia Energética de Brasília – CEB, promova a substituição da iluminação pública por LED na QE 38 Conjunto J – Guará II, Região Administrativa do Guará RA- X.",Apresentação,2022-02-01
52,5331,IND 8008/2022,,,"Sugere ao Poder Executivo do Distrito Federal que, por intermédio da Companhia Urbanizadora da Nova Capital - NOVACAP, em conjunto com a Administração Regional, realize a manutenção do asfalto na QNJ 35 em Taguatinga Norte, Região Administrativa de Taguatinga - RA III.",Apresentação,2022-02-01
53,5332,IND 8009/2022,,,"Sugere ao Poder Executivo do Distrito Federal que, por intermédio da Companhia Urbanizadora da Nova Capital - NOVACAP, em conjunto com a Administração Regional, realize a manutenção do asfalto nas QNJ 37 e QNJ 39 em Taguatinga Norte, Região Administrativa de Taguatinga - RA III.",Apresentação,2022-02-01
54,5333,IND 8010/2022,,,"Sugere ao Poder Executivo do Distrito Federal que, por intermédio da Companhia Urbanizadora da Nova Capital - NOVACAP, em conjunto com a Administração Regional, realize a manutenção do asfalto na SHSN CH 01 Conjunto A Sol Nascente, Região Administrativa da Ceilândia – RA IX.",Apresentação,2022-02-01
55,5376,IND 8011/2022,,,"Sugere providências do Departamento de Trânsito do Distrito Federal- DETRAN/DF, a implantação de quebra-molas no cruzamento da Quadra 4A Conjuntos A e B – Arapoanga, na Região Administrativa de Planaltina – RA VI.",Apresentação,2022-02-01
56,5397,IND 8012/2022,,,"Sugere ao Poder Executivo que, por intermédio da Companhia Energética de Brasília – CEB, promova a substituição de toda Iluminação Pública por LED na SRES Quadra 12 Bloco F, Cruzeiro Velho, Região Administrativa do Cruzeiro, RA -IX.",Apresentação,2022-02-01
57,5398,IND 8013/2022,,,"Sugere ao Poder Executivo que, por intermédio da Companhia Energética de Brasília – CEB, promova a substituição de toda Iluminação Pública por LED na QNM 22 Conjunto K e Conjunto M, Taguatinga Norte, Região Administrativa de Taguatinga, RA -III.",Apresentação,2022-02-01
58,5399,IND 8014/2022,,,"Sugere ao Poder Executivo do Distrito Federal que, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil - NOVACAP, realize a Operação Tapa buraco no cruzamento do ST. H Norte QNH com a Hélio Prates, Taguatinga Norte, Região Administrativa de Taguatinga - RA III.",Apresentação,2022-02-01
59,5407,REQ 3016/2022,,,Requer a realização de audiência pública para debater o porte de armas para atiradores esportivos.,Apresentação,2022-02-01
60,5407,REQ 3016/2022,,,Requer a realização de audiência pública para debater o porte de armas para atiradores esportivos.,Apresentação,2022-02-01
61,5407,REQ 3016/2022,,,Requer a realização de audiência pública para debater o porte de armas para atiradores esportivos.,Apresentação,2022-02-01
62,5425,IND 8015/2022,,,"Sugere ao Poder Executivo que, por intermédio do Serviço de Limpeza Urbana – SLU, promova a pintura de todos os meios-fios da QI 24 do Setor Industrial de Taguatinga, na Região Administrativa de Taguatinga – RA III.",Apresentação,2022-02-01
63,5428,IND 8016/2022,,,"Sugere ao Poder Executivo do Distrito Federal que, por intermédio do Serviço de Limpeza Urbana SLU em atuação conjunta com a Administração Regional, realize a troca das lixeiras públicas na SQN 216, Asa Norte, na Região Administrativa do Plano Piloto - RA I.",Apresentação,2022-02-01
64,5429,IND 8017/2022,,,"Sugere ao Poder Executivo do Distrito Federal que, por intermédio do Serviço de Limpeza Urbana SLU em atuação conjunta com a Administração Regional, realize a troca das lixeiras públicas na SQS 214, Asa Sul, na Região Administrativa do Plano Piloto - RA I.",Apresentação,2022-02-01
65,5439,PDL 260/2022,,,Concede o Título de Cidadã Honorária de Brasília à Senhora MARLUCE GUEDES FERREIRA.,"Sanção Veto ou Promulgação, Retorno(Emenda)",2022-03-17
66,5439,PDL 260/2022,,,Concede o Título de Cidadã Honorária de Brasília à Senhora MARLUCE GUEDES FERREIRA.,"Sanção Veto ou Promulgação, Retorno(Emenda)",2022-03-17
67,5439,PDL 260/2022,,,Concede o Título de Cidadã Honorária de Brasília à Senhora MARLUCE GUEDES FERREIRA.,"Sanção Veto ou Promulgação, Retorno(Emenda)",2022-03-17
68,5442,PDL 261/2022,,,Concede o Título de Cidadão Honorário de Brasília ao Senhor JORGE EDUARDO DEISTER.,"Sanção Veto ou Promulgação, Retorno(Emenda)",2022-03-17
69,5442,PDL 261/2022,,,Concede o Título de Cidadão Honorário de Brasília ao Senhor JORGE EDUARDO DEISTER.,"Sanção Veto ou Promulgação, Retorno(Emenda)",2022-03-17
70,5442,PDL 261/2022,,,Concede o Título de Cidadão Honorário de Brasília ao Senhor JORGE EDUARDO DEISTER.,"Sanção Veto ou Promulgação, Retorno(Emenda)",2022-03-17
71,5625,PL 2471/2022,,,"Altera a Lei nº 5.691, 2 de agosto de 2016, que dispõe sobre a regulamentação da prestação do Serviço de Transporte Individual Privado de Passageiros Baseado em Tecnologia de Comunicação em Rede no Distrito Federal e dá outras providências, para estabelecer idade máxima de 10 anos para os veículos que menciona.",Apresentação,2022-02-01
72,5694,PL 2492/2022,,,Dispõe sobre a obrigatoriedade da instalação de totem para carregar celular nos Shopping Centers. ,"Apresentação, Disponibilizada(Parecer)",2022-02-01
73,5695,IND 8021/2022,,,"Sugere ao Poder Executivo, por intermédio da NOVACAP e da Administração Regional do Guará, a construção de estacionamento na QE 40, AE 6A, Lote 04, localizado no Guará II.",Apresentação,2022-02-01
74,5708,PL 2483/2022,,,"Institui o Dia Municipal do Hoteleiro, a ser comemorado anualmente no dia 9 de novembro.","Apresentação, Retorno(Parecer)",2022-02-01
75,5711,PL 2494/2022,,,"Acrescenta a contagem do nível sérico da Vitamina B12, ao exame de hemograma realizado no âmbito do Distrito Federal. ","Apresentação, Retorno(Parecer)",2022-02-01
76,5712,PL 2484/2022,,,"Dispõe sobre o ""Dia Distrital do Concurseiro"", no âmbito do Distrito Federal, e dá outras providências.","Apresentação, Retorno(Parecer)",2022-02-01
77,5721,PL 2486/2022,,,"Institui a Semana Estadual da Mulher Empreendedora no âmbito do Distrito Federal, e dá outras providências.",Apresentação,2022-02-01
78,5729,PL 2503/2022,,,Institui o Dia Distrital de Conscientização e Combate à Gordofobia no âmbito do Distrito Federal.,"Apresentação, Retorno(Parecer)",2022-02-01
79,5740,REQ 3062/2022,,,"Requer a realização de Sessão Solene em ¨Homenagem aos Rotarianos¨, a realizar-se no dia 22 de Fevereiro, às 19h, nesta Casa de Leis.",Apresentação,2022-02-03
80,5740,REQ 3062/2022,,,"Requer a realização de Sessão Solene em ¨Homenagem aos Rotarianos¨, a realizar-se no dia 22 de Fevereiro, às 19h, nesta Casa de Leis.",Apresentação,2022-02-03
81,5740,REQ 3062/2022,,,"Requer a realização de Sessão Solene em ¨Homenagem aos Rotarianos¨, a realizar-se no dia 22 de Fevereiro, às 19h, nesta Casa de Leis.",Apresentação,2022-02-03
82,5740,REQ 3062/2022,,,"Requer a realização de Sessão Solene em ¨Homenagem aos Rotarianos¨, a realizar-se no dia 22 de Fevereiro, às 19h, nesta Casa de Leis.",Apresentação,2022-02-03
83,5740,REQ 3062/2022,,,"Requer a realização de Sessão Solene em ¨Homenagem aos Rotarianos¨, a realizar-se no dia 22 de Fevereiro, às 19h, nesta Casa de Leis.",Apresentação,2022-02-03
84,5741,IND 8445/2022,,,"Sugere ao Excelentíssimo Senhor Governador do Distrito Federal que revogue o Decreto nº 42.756, de 1º de Dezembro de 2021, que suspendeu a interdição da W3 Sul, da 502 Sul até a 516 Sul,  aos domingos e feriados para atividades de lazer, bem como estude a viabilidade da interdição de vias públicas, em outras regiões administrativas, para os mesmos fins. ",Apresentação,2022-04-05
85,5746,REQ 3188/2022,,,"Requer a solicitação de consulta ao Tribunal de Contas do Distrito Federal, acerca da legalidade da concessão de férias quando o servidor estiver em Licença para Tratar de Saúde Própria.",Apresentação,2022-03-17
86,5757,PL 2489/2022,,,"Institui no calendário de eventos do Distrito Federal o ""Dia do Ultrassonografista"".","Apresentação, Retorno(Parecer)",2022-02-01
87,5759,PL 2487/2022,,,"“INSTITUI A OBRIGATORIEDADE DA LEITURA DE PELO MENOS 2 (DOIS) LIVROS POR ANO EM TODAS AS ESCOLAS PÚBLICAS, E DÁ OUTRAS PROVIDÊNCIAS”.","Apresentação, Disponibilizada(Parecer)",2022-02-01
88,5786,PL 2488/2022,,,"“Torna obrigatória a fixação de placas no sistema braile, com a indicação de sentido das escadas rolantes.”","Apresentação, Disponibilizada(Parecer)",2022-02-01
89,5788,PL 2491/2022,,,"PROÍBE O CORTE NO FORNECIMENTO DE ENERGIA ELÉTRICA EM INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS, ABRIGOS DE CRIANÇAS E ADOLESCENTES E NOS CENTROS TERAPÊUTICOS DE DEPENDENTES QUÍMICOS, E DÁ OUTRAS PROVIDÊNCIAS.",Apresentação,2022-02-01
90,5791,PL 2493/2022,,,Institui campanha Check Up Geral nas Mulheres para alerta e prevenção de todas as doenças e dá outras providências.,"Apresentação, Disponibilizada(Emenda)",2022-02-01
91,5794,PL 2495/2022,,,Dispõe sobre a política de estímulo ao brincar na infância e institui a semana mundial do brincar do Distrito Federal.,Apresentação,2022-02-01
92,5795,REQ 3038/2022,,,"Requer a realização de audiência pública para debater o processo de regularização fundiária, urbanística e ambiental do Núcleo Rural Monjolo, localizado na Região Administrativa do Recanto das Emas - RA XV, a realizar-se no dia 15 de fevereiro de 2022, às 9 horas.",Apresentação,2022-02-01
93,5826,PL 2521/2022,,,"
Altera a Lei n. 4.060, de 18 de dezembro de 2007, que “Define sanções a serem aplicadas pela prática de maus-tratos a animais e dá outras providências”.
","Apresentação, Disponibilizada(Parecer)",2022-02-08
94,5854,PL 2496/2022,,,Institui o “dia da limpeza” no âmbito do Distrito Federal.,"Apresentação, Retorno(Parecer)",2022-02-01
95,5857,PL 2497/2022,,,"Institui o Programa ""Adote um Avô"" no âmbito do Distrito Federal.","Apresentação, Disponibilizada(Parecer)",2022-02-01
96,5858,PL 2498/2022,,,"“Cria o Selo de Responsabilidade Social ‘Parceiros das Mulheres’, certificando empresas que priorizam a contratação de mulheres vítimas de violência doméstica”.",Apresentação,2022-02-01
97,5864,PL 2499/2022,,,Institui a Semana Distrital da Prevenção de Acidentes com Crianças.,"Apresentação, Retorno(Parecer)",2022-02-01
98,5870,PL 2500/2022,,,“Concede tratamento prioritário nos processos administrativos em trâmite ou a tramitar perante ao Governo do Distrito Federal para pessoas com idade igual ou superior a 60 (sessenta) anos e dá outras providências”. ,"Apresentação, Disponibilizada(Parecer)",2022-02-01
99,5872,IND 8022/2022,,,"Sugere ao Excelentíssimo Senhor Governador do Distrito Federal, o aumento do número de equipes do Núcleo Ampliado de Saúde da Família- Nasf-AB em atendimento complementar às Equipes de Saúde da Família (Esf) no âmbito do Distrito Federal.",Apresentação,2022-02-01
100,5874,PL 2501/2022,,,“Assegura aos estudantes e aos professores o desconto de 20% (vinte por cento) na aquisição de livros.” ,"Apresentação, Retorno(Emenda)",2022-02-01
101,5877,PL 2502/2022,,,"“Dispõe sobre a política de empoderamento da mulher, e dá outras providências.” ",Apresentação,2022-02-01
102,5892,IND 8161/2022,,,"Sugere ao Poder Executivo do Distrito Federal por intermédio da Companhia Urbanizadora da Nova Capital - NOVACAP, a implantação de Ponto de Encontro Comunitário - PEC no conjunto 05 na QNQ 01 da Região Administrativa de Ceilândia – RA IX.",Apresentação,2022-02-16
103,5968,REQ 3053/2022,,,"Requer a exclusão da Comissão de Desenvolvimento Econômico Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo pela Comissão de Economia, Orçamento e Finanças da distribuição do Projeto de Lei nº 2.127/2021.",Apresentação,2022-02-01
104,6003,REQ 3015/2022,,,"Requer a realização de Sessão Solene, no dia 07 de fevereiro de 2022, às 10 horas, em homenagem aos participantes dos Jogos Escolares Brasileiros - JEB's, edição 2021.",Apresentação,2022-02-01
105,6003,REQ 3015/2022,,,"Requer a realização de Sessão Solene, no dia 07 de fevereiro de 2022, às 10 horas, em homenagem aos participantes dos Jogos Escolares Brasileiros - JEB's, edição 2021.",Apresentação,2022-02-01
106,6003,REQ 3015/2022,,,"Requer a realização de Sessão Solene, no dia 07 de fevereiro de 2022, às 10 horas, em homenagem aos participantes dos Jogos Escolares Brasileiros - JEB's, edição 2021.",Apresentação,2022-02-01
107,6003,REQ 3015/2022,,,"Requer a realização de Sessão Solene, no dia 07 de fevereiro de 2022, às 10 horas, em homenagem aos participantes dos Jogos Escolares Brasileiros - JEB's, edição 2021.",Apresentação,2022-02-01
108,6008,IND 7982/2022,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Secretaria de Estado de Obras e Infraestrutura do Distrito Federal (SODF) e da Administração Regional de Ceilândia, que adotem as providências necessárias para solucionar o problema de alagamento na QNR em Ceilândia.",Apresentação,2022-02-01
109,6010,IND 7983/2022,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Secretaria de Estado de Obras e Infraestrutura do Distrito Federal (SODF), que adote as providências necessárias para a realização de obras de pavimentação em rua do Trecho 01 do Sol Nascente.",Apresentação,2022-02-01
110,6015,REC 28/2022,,,"Contra o Parecer da Comissão de Constituição e Justiça pela inadmissibilidade do Projeto de Resolução nº 55 de 2020, que “Institui o Observatório Distrital sobre a Lei Geral de Proteção de Dados no âmbito da Câmara Legislativa do Distrito Federal”, de autoria da Deputada Júlia Lucy.",Apresentação,2022-02-01
111,6016,REQ 3014/2022,,,Requer a retirada de tramitação e arquivamento do Projeto de Lei 2.121 de 2021.,Apresentação,2022-02-01
112,6017,PDL 242/2022,,,"Concede, post-mortem, o título de Cidadão Honorário de Brasília ao Professor e Médico Heron de Alencar.","Apresentação, Disponibilizada(Parecer)",2022-02-02
113,6017,PDL 242/2022,,,"Concede, post-mortem, o título de Cidadão Honorário de Brasília ao Professor e Médico Heron de Alencar.","Apresentação, Disponibilizada(Parecer)",2022-02-02
114,6017,PDL 242/2022,,,"Concede, post-mortem, o título de Cidadão Honorário de Brasília ao Professor e Médico Heron de Alencar.","Apresentação, Disponibilizada(Parecer)",2022-02-02
115,6020,PL 2505/2022,,,"Estabelece a Política Distrital de Fomento ao Futevôlei no Distrito Federal, denominada Lei Pró-Futevôlei.","Apresentação, Retorno(Parecer)",2022-02-01
116,6021,PL 2504/2022,,,"Dispõe sobre a advertência quanto ao uso de substância ou método proibido, antes de iniciar competição esportiva, no âmbito do Distrito Federal.","Apresentação, Disponibilizada(Parecer)",2022-02-01
117,6022,MO 1012/2022,,,"Reconhece e apresenta votos de louvor ""post mortem"" ao Mestre José Roberto Barreto Filho, cardiologista e pioneiro do jiu-jitsu no DF, pelos relevantes serviços prestados ao povo do Distrito Federal. ",Apresentação,2022-02-01
118,6023,MO 1013/2022,,,"Manifesta votos de louvor à Associação Escola Barreto de Jiu Jitsu, pelos serviços prestados para a sociedade do Distrito Federal.",Apresentação,2022-02-01
119,6024,PL 2472/2022,,,Proíbe a exposição de crianças e adolescentes a atividades escolares que possam contribuir para a sexualização precoce e a erotização infantil no âmbito da Educação Básica do Sistema de Ensino público e privado do Distrito Federal.,"Apresentação, Retorno(Emenda)",2022-02-01
120,6033,PL 2473/2022,,,"Dispõe sobre o correto acondicionamento dos filtros de produtos fumígenos, pontas de cigarros ou equivalentes.","Aguardando Inclusão na ordem do Dia, Retorno(Parecer)",2022-02-01
121,6035,PL 2474/2022,,,"Altera a Lei nº 6.466, de 27 de dezembro de 2019, que dispõe sobre os benefícios fiscais do Imposto sobre a Propriedade de Veículos Automotores - IPVA, do Imposto sobre a Propriedade Predial e Territorial Urbana - IPTU, do Imposto sobre a Transmissão Causa Mortis e Doação de Quaisquer Bens ou Direitos - ITCD, do Imposto sobre a Transmissão Inter Vivos de Bens Imóveis e de Direitos a eles Relativos - ITBI e da Taxa de Limpeza Pública - TLP.","Sanção Veto ou Promulgação, Retorno(Emenda)",2022-02-01
122,6042,PL 2506/2022,,,Dispõe sobre a Política Distrital de Fortalecimento de Vínculos Familiares e Garantia de Convivência Familiar.,"Apresentação, Disponibilizada(Parecer)",2022-02-01
123,6050,MO 1010/2022,,,"Reconhece e manifesta votos de louvor aos Bombeiros e Bombeiras Militares do Distrito Federal, abaixo relacionados, que participaram das ações de combate aos incêndios florestais no Parque Nacional da Chapada dos Veadeiros, localizado no estado de Goiás, no período de 16 de setembro à 1º de outubro de 2021.",Apresentação,2022-02-01
